'COMPROMISOTOMADODELPPTO.DISPONIBLE',COMPROMISO,RESERVA,OLI,CONCEPTO_PAGO,ID_RAMO,CANI,ID_UNIDAD,CGFU,CFUN,CSFU,CPRG,CAIN,CPPT,CCAP,CCON,CPARG,CPAR,CTGA,CFIN,CCAU,CCOP,CGEO,CPLA,CPPI,OFIN,AUX1,AUX2,AUX3,MES,SALDO_ARRASTRE
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,1,3,04,00,001,O001,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,20925
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,1,3,04,00,001,O001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,10684.32
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,1,3,04,00,001,O001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,21406
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,1,3,04,00,001,O001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,8563
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,02,00,018,E031,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,1247800011,09,3989432.76
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,02,00,018,E031,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,1247800011,08,25582.41
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,02,00,018,E031,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,1247800011,09,1976678
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,02,00,018,E031,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,1247800011,09,2688862.51
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,02,00,018,E031,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,1247800011,09,1075541.73
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,03,00,019,Q008,1,2,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3000000000,09,58438.24
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,03,00,019,Q008,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,28807.68
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,03,00,019,Q008,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,117282
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,03,00,019,Q008,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,46913
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,04,00,002,M001,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,21219.36
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,04,00,002,M001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,10750.52
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,04,00,002,M001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,140040
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,2,3,04,00,002,M001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,56016
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,3,8,01,00,024,Q008,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,271002.75
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,3,8,01,00,024,Q008,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,08,4797.89
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,3,8,01,00,024,Q008,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,196898.46
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,3,8,01,00,024,Q008,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,534489
compromiso para servicios personales (nómina),000008,,,SERVICIOS PERSONALES 2026,12,2026,NCD,3,8,01,00,024,Q008,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,3700000000,09,213796
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,126823
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,174680
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,2030
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,2030
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,2030
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,2603.5
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,4615
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,9230
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,4615
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,27912
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,90286
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,90285
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,641
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,1079.57
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,606
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,1639
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,254
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,762
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,239
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,1916
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,07,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,1889
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,07,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,3126
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,45453
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,75219
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,3,4,10,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,66976
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,18187
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,28473.45
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,33596.5
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,23151.24
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,12186
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,12186
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,1,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,12188
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,12178
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,12178
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,12180
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,4871
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,4871
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,4873
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,5804
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,5804
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,3,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,5801
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,8309
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,75
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,75
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,111.3
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,05,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,209.99
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,06,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,738
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,4,4,06,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,736
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,1731
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,2384
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,2123
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,7137
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,51802
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,51802
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,51802
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,51799
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,03,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,16729
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,03,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,16729
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,4,03,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,16729
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,09,54200
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,10,93463
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,11,93463
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,1,3,04,00,001,O001,1,5,9,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000013,12,93464
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,134482
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,1,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,185229
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,2153
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,2153
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,2153
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,1,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,2153
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,4894
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,9788
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,4894
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,29595
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,GSS01,00000,0000000000,09,654238.48
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,GSS01,00000,0000000000,10,1429946.1
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,GSS01,00000,0000000000,11,1633190.08
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,GSS01,00000,0000000000,12,16148488.28
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,95739
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,2,02,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,95738
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,680
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,680
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,643
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,3,01,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,12,1734
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,09,269
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,10,807
compromiso para servicios personales (nómina),000015,,,COMPROMISO PARA EL EJERCICIO PRESUPUESTAL DE LA NÓMINA 2026,12,2026,NCH,2,3,03,00,002,M001,1,3,4,04,1,1,0000000000,20,09,000,00000000000,000,SP010,00000,0000000000,11,255
